"","name","location"
"128","brennajelli","coldwater, ks"
"129","SarjuGanatraMD","Boston, MA"
"130","ChaunceyGardner","New York, NY"
"131","Danijean90","Salt Lake City, UT"
"132","will_means","Orlando, FL"
"133","ShelbyHisel","United States"
"134","krowleytweet","Edina, MN"
"135","AmandaHunterMPH","Louisville, KY"
"136","LoriRuder","Cleveland, OH"
"137","ContemPeds","North Olmsted, Ohio"
"138","JorgeVillaMed","Chapel Hill"
"139","Just4TheCause","USA"
"140","HealthcareGlob1","USA"
"141","Ben_Kaplan","New York, NY"
"142","aetiology","Kent, Ohio"
"143","marieAn72486017","Louisiana, USA"
"144","7emma1","Blanchester, OH"
"145","debg7089","Nebraska"
"146","sarah_martin_19","Knoxville, IA"
"147","scoby1978","Ireland"
"148","SophApe","Berks County, PA, USA"
"149","artofperson","South Florida"
"150","AllyGarbs","Nova Scotia"
"151","AshleyHommerTV","Wausau, WI"
"152","allypeterswaow","Wausau, WI"
"153","kreest_uh","Philadelphia, PA"
"154","Flashgordonv","Rural New Zealand"
"155","Jennifer_OHLITD","PNW, United States"
"156","margierinee","Pittsburgh, PA"
"157","Faaraa77","Wonderland"
"158","yodelhealth","Frisco, CO"
"159","t_e_knight","Detroit, MI"
"160","famfightflu","Arlington, VA"
"161","CSISpecialty","Sanford, FL"
"162","HHS_ASH","Washington, DC"
"163","mamalyssa17","Urbandale, IA"
"164","KellyJoHoes","Minnesota, USA"
"165","IDinChildren","Thorofare, NJ"
"166","o2real365","Spartanburg, SC"
"167","j9duffy","Arlington, MA"
"168","CDCgov","Atlanta, GA"
"169","j_moore30","Antigo, WI"
"170","eMPR","New York"
"171","NoraCutcliffe","Toronto, Ontario"
"172","AbxDukeRaleigh","Raleigh, NC"
"173","TheAppalachian","Boone, NC"
"174","c43l4n","Nunavut, Canada"
"175","MassDPH","Boston, MA"
"176","alexandraerin","Hagerstown"
"177","ENobleSchCorp","Kendallville, Indiana"
"178","RogerAntoniazzo","Chicago, IL"
"179","UHRainbowBabies","Cleveland, Ohio"
"180","nbcchicago","Chicago, IL"
"181","mnhealth","St. Paul, Minnesota"
"182","Lafayette_Grant","Wisconsin, USA"
"183","troymedia","Canada"
"184","currentcee_","Jamaica"
"185","keidekay","Tulsa, OK"
"186","MDExpressva","Hampton Roads, VA"
"187","tynishakeli","Earth "
"188","IHAConnect","Indianapolis, IN"
"189","KrauseDoris","Winter Haven, Fl"
"190","WW1CC","Washington, DC"
"191","HunterProbss","El Paso, TX"
"192","_NoItsPatrick","Maryland "
"193","Cupidkill_er","Park Lane "
"194","GlobalPHObserv","Baltimore MD USA"
"195","LizzyMcGuire419","Port Clinton, OH"
"196","CrystalRun","Hudson Valley, NY"
"197","mccrenshaw","Atlanta, Georgia "
"198","DrPChouinard","Moncton, NB CANADA"
"199","BenCh_EM","Iowa City, IA"
"200","emmykegler","Minneapolis"
"201","TCHDHealth","Greenwood Village, CO"
"202","JABell27","Maryland, USA"
"203","Mommie_Hass","Minnesota, USA"
"204","aafp","Leawood, KS"
"205","DoctorsReportTM","United States"
"206","AbbieATC","Cincinnati, Ohio"
"207","TulsaHealthDept","Tulsa, OK"
"208","Battelle","Columbus, OH"
"209","apexreps","Lemont, IL "
"210","MaureenSpence24","North Weymouth, MA"
"211","MedGizmo","New York, NY"
"212","CDCDirector","Atlanta, GA"
"213","Chris__Merritt","Providence, RI"
"214","chslunchreport","Clinton, IA"
"215","Entman1773","Southeastern CT"
"216","NMPulmCritCare","Chicago, IL"
"217","HealthyEscambia","Pensacola, FL"
"218","JeffcoPH","Lakewood, CO"
"219","capefearvalley","Fayetteville, NC"
"220","Sheeepkeef","Halton Hills, Ontario"
"221","mcall","Allentown, PA"
"222","cafepharma","Atlanta"
"223","drctruss","Atlanta, GA"
"224","claymohealth","Liberty, Missouri"
"225","torikatherinee","leoti KS"
"226","profvrr","New York, USA"
"227","nickwohlge","Memphis, TN"
"228","DrEmilyT","St Louis, MO"
"229","ldpsci","Maryland"
"230","JoePlenzler","Washington, DC"
"231","Suntimes","Chicago, IL"
"232","tbrownwright","Pittsburgh, PA"
"233","epaultaylor","Toronto"
"234","BoggisNews","New Hampshire, USA"
"235","STR_Hammer","Ligonier, Pennsylvania"
"236","jackiedavissays","Atlanta, GA"
"237","UVA_PICU","Charlottesville, VA"
"238","Karlan1Michelle","Grand Rapids, MI"
"239","MplsLocalBiZ","Minneapolis, MN USA"
"240","lonedoggy"," LI, NY"
"241","hanah1n","Wisconsin, USA"
"242","eprnetwork","US"
"243","EIN_News","Washington DC"
"244","AnjonRoy","Mankato, MN"
"245","gail_fab","U.S."
"246","taylorkaysee",""
"247","_steve3_","Highlands Ranch, CO"
"248","hannahrohlf","Davenport, IA"
"249","agargmd","Chicago, IL"
"250","_lets_do_it_","Florida, USA"
"251","MawleePearee","Kingston, TN"
"252","BrookePaige_H","Waterloo, Ontario"
"253","SpoilsToVictor","Silver Spring, MD"
"254","chicagotribune","Chicago, IL"
"255","NautilusCarly","San Diego, CA, USA, Earth"
"256","Mommarazza","Indiana"
"257","doctorstanley","Kansas City"
"258","uncleardegree","Iron Mountain, Mi"
"259","Medicare65Inc","Wisconsin"
"260","delawareonline","Wilmington, Delaware"
"261","shezamegadun1","Brazil, IN"
"262","def732dan","NEW JERSEY"
"263","meganl612","Carbondale, IL"
"264","rkwas1","Earth"
"265","keeperbookshelf","Pittsburgh, PA"
"266","DeputyHottle","Staunton, VA"
"267","IMWHorvitz","Moorestown, NJ"
"268","baerbelsmile","US"
"269","romeerizwan","Boston, MA"
"270","DrTanyaRossi","Guelph, Ontario"
"271","InfectDisNews","Thorofare, NJ"
"272","ReneeKaeAdams","OH USA"
"273","MYKIDSDOCTOR","GEORGIA"
"274","heatherswifty","Ithaca, New York"
"275","libertylives277","California, USA"
"276","iPractitioner","Portland, ME"
"277","KaneCoHealth","Aurora, Illinois"
"278","MinnieSkeptic","Minneapolis, MN"
"279","AkWeeklyNews","New Zealand"
"280","suzie_x15","New York, USA"
"281","DrBGellin","Washington, DC"
"282","PURECompRx","Myrtle Beach, SC"
"283","CATHancock",""
"284","lj_tan","Chicago, IL"
"285","SanofiUS","Bridgewater, NJ"
"286","Linds_E_Parker","Sioux City, Iowa"
"287","OSUEMEdu","Columbus, OH"
"288","apemke","Florida, USA"
"289","mathematista","Memphis, TN"
"290","sabinvaccine","Washington, DC"
"291","Fundacao_Gratas","São Luís-MA/Toronto-ON"
"292","SeemaJJIC","New York, New Jersey"
"293","mercola","Chicago, IL"
"294","PawsU","Central Wisconsin"
"295","CDCasthma","United States"
"296","Jess_DiPalma","north tonawanda"
"297","VintagePasta","United States"
"298","arynpeters","Decatur, IL"
"299","beasonsaver","Grand Blanc, MI"
"300","EsqJeanne","Boca Raton, FL"
"301","PEMTweets","Cincinnati, OH"
"302","EBmedicine","Norcross, GA"
"303","SMART_MD","United States"
"304","AwzRocks","Neosho, MO"
"305","ArSeeTea","USA"
"306","demitrariel","Kokomo"
"307","CDCFlu","Atlanta, GA"
"308","bcbssc","South Carolina, USA"
"309","HVWilliamsburg","Lincoln, NE"
"310","Tiger_Medical","Irvington, NJ"
"311","MANA_Clinics","Northwest Arkansas"
"312","hannahmartinn","Ottawa, Ontario"
"313","CTPharmacists","Rocky Hill, CT"
"314","madejaaaa","Urbandale, IA"
"315","steveathanas","Massachusetts, USA"
"316","jenmariewallace","Chicago, IL"
"317","ImmunizedotCa","Canada"
"318","microRNApro","Northern Georgia"
"319","IamOneFitBody","NYC"
"320","NIAIDNews","Bethesda, MD"
"321","DrMilks","Bloomington, Indiana"
"322","Chronicwatch","Marietta, GA"
"323","RepSanfelippo","New Berlin, WI"
"324","CompareEurope","Denmark"
"325","jenstec13","Washington, MI"
"326","drkdhoffman","US"
"327","MarysvilleKsUSD","Marysville, Kansas"
"328","SerafinaRising","New Jersey, USA"
"329","viracoreurofins","Lee's Summit, MO"
"330","cjUCocean","731 Highway 35 Ocean, NJ 07712"
"331","DHSWI","Wisconsin, USA"
"332","LickingHealth","Newark, Ohio"
"333","TownMonroeCT","Connecticut, USA"
"334","nativememphi13","USA"
"335","MlleDeFloride","Calhoun, GA"
"336","MavenOfMayhem","Ottawa, Canada"
"337","HSELive","Ireland"
"338","jkimballcook","Rochester, NY"
"339","OhChelseaXO","St Clair Shores, MI"
"340","CenturyLLC","Greensboro, NC"
"341","marklewismd","Murray, UT"
"342","drjewilliams","Sarasota, FL"
"343","ismeganokay","Milwaukee"
"344","OrganicLiveFood","US"
"345","TheRealNikkiC","Michigan, USA"
"346","Soldout100","Whitehall, MI"
"347","ezbirth","Rochester, MI"
"348","_savannah2521","Denver"
"349","DannyGeorge54","Ottawa, Ontario, Canada"
"350","PAFPandF","Harrisburg, PA"
"351","MgsideWellness","Sioux City, IA"
"352","taybridge","Ottawa, Canada"
"353","AFHSBPAGE","Falls Church, VA"
"354","ThoroughWiz","New York, USA"
"355","ASHPOfficial","Bethesda, Maryland"
"356","Anon_helpMAGA","United States"
"357","HumanVacProject","New York, NY"
"358","StoneLoc5pm","North Brunswick, NJ"
"359","Jenn_Caroll","United States"
"360","LCCoolePhotos","Oakland County, Mi"
"361","PoncaWarrior","Winfield, KS"
"362","MJBurkMD","Indianapolis, IN"
"363","bethanyboring","Palm Bay, FL."
"364","medsengage","Canada"
"365","AusVirologySoc","Australia"
"366","purrenrage","Alaska"
"367","TheChainedMan","United States"
"368","mkwaldo","Kansas City, MO"
"369","boniyuh","Silver Spring, MD"
"370","floralpalette","Auburn Hills, MI"
"371","PharmaOutlook","United States"
"372","drfixus","United States"
"373","glenpyle","University of Guelph"
"374","taylorrjessee","Martinsville, IN"
"375","MichaelDavid80","Philadelphia, PA"
"376","mplunkitt22","Indianapolis, IN"
"377","sportsblond","Minnesota"
"378","bobsansevere","Minnesota"
"379","abbipesola","Minnesota, USA"
"380","peteharlan","Columbus, OH"
"381","SSMHealthSaints","Oklahoma City, OK"
"382","Mama_Mandria","Dayton, OH"
"383","Awithonelison","New Jersey"
"384","SarahsCunning","Maine, USA"
"385","hdighn","Foothills of NC"
"386","PubMedTrending","United States"
"387","MayoClinic","Minnesota, Florida, Arizona"
"388","PolitikMasFina","Tennessee, USA"
"389","FedUp5thGenAmer","New York City, NY"
"390","kayleeisyounng","Fishers, IN"
"391","MsBJPeart","Charleston South Carolina USA"
"392","KODEnews","Joplin, MO"
"393","KSNLocalNews","Joplin, MO"
"394","Beingchris","Pennsylvania, USA"
"395","wannemachaa","Montclair, NJ"
"396","cchwyo","Gillette, WY"
"397","SCCHealth","St. Charles, MO"
"398","LipicaShah","New York City"
"399","BrianSheehy","Methuen, MA"
"400","CavalierInc","Norfolk, Virginia"
"401","jordyn_zdrazil",""
"402","MADMAX2B2","Pueblo, CO"
"403","AshNichole14","Nebraska"
"404","GuidelineCent","Lake Mary, FL"
"405","BMXCARD",""
